"student","occas","gpa","job","sex","high_school_gpa","admitted_to_university_of_their_choice","year","semester"
"67","year 2 semester 1",2.5,"2 hours","female",3.3,"no",2,2
"67","year 2 semester 2",2.4,"2 hours","female",3.3,"no",2,3
"67","year 3 semester 1",2.6,"2 hours","female",3.3,"no",3,4
"67","year 3 semester 2",2.6,"2 hours","female",3.3,"no",3,5
"68","year 1 semester 1",2.3,"3 hours","male",2.9,"yes",1,0
"68","year 1 semester 2",2.1,"2 hours","male",2.9,"yes",1,1
"68","year 2 semester 1",2.3,"3 hours","male",2.9,"yes",2,2
"68","year 2 semester 2",2.8,"2 hours","male",2.9,"yes",2,3
"68","year 3 semester 1",2.7,"3 hours","male",2.9,"yes",3,4
"68","year 3 semester 2",3.1,"2 hours","male",2.9,"yes",3,5
"69","year 1 semester 1",2.3,"2 hours","male",2.5,"no",1,0
"69","year 1 semester 2",2.3,"2 hours","male",2.5,"no",1,1
"69","year 2 semester 1",2.5,"3 hours","male",2.5,"no",2,2
"69","year 2 semester 2",2.7,"2 hours","male",2.5,"no",2,3
"69","year 3 semester 1",2.7,"3 hours","male",2.5,"no",3,4
"69","year 3 semester 2",2.8,"2 hours","male",2.5,"no",3,5
"70","year 1 semester 1",2.7,"2 hours","male",3.7,"yes",1,0
"70","year 1 semester 2",2.4,"3 hours","male",3.7,"yes",1,1
"70","year 2 semester 1",3,"2 hours","male",3.7,"yes",2,2
"70","year 2 semester 2",3.2,"2 hours","male",3.7,"yes",2,3
"70","year 3 semester 1",2.9,"2 hours","male",3.7,"yes",3,4
"70","year 3 semester 2",3.1,"1 hour","male",3.7,"yes",3,5
"71","year 1 semester 1",2.9,"2 hours","female",3.4,"yes",1,0
"71","year 1 semester 2",2.8,"2 hours","female",3.4,"yes",1,1
"71","year 2 semester 1",3,"2 hours","female",3.4,"yes",2,2
"71","year 2 semester 2",2.8,"2 hours","female",3.4,"yes",2,3
"71","year 3 semester 1",2.9,"2 hours","female",3.4,"yes",3,4
"71","year 3 semester 2",2.8,"2 hours","female",3.4,"yes",3,5
"72","year 1 semester 1",3,"2 hours","female",2.9,"yes",1,0
"72","year 1 semester 2",3.1,"2 hours","female",2.9,"yes",1,1
"72","year 2 semester 1",3.5,"2 hours","female",2.9,"yes",2,2
"72","year 2 semester 2",3.2,"2 hours","female",2.9,"yes",2,3
"72","year 3 semester 1",3.7,"2 hours","female",2.9,"yes",3,4
"72","year 3 semester 2",3.7,"2 hours","female",2.9,"yes",3,5
"73","year 1 semester 1",2.6,"2 hours","male",4,"no",1,0
"73","year 1 semester 2",2.5,"2 hours","male",4,"no",1,1
"73","year 2 semester 1",2.6,"2 hours","male",4,"no",2,2
"73","year 2 semester 2",2.8,"2 hours","male",4,"no",2,3
"73","year 3 semester 1",2.6,"2 hours","male",4,"no",3,4
"73","year 3 semester 2",2.6,"2 hours","male",4,"no",3,5
"74","year 1 semester 1",3.5,"2 hours","male",3.4,NA,1,0
"74","year 1 semester 2",2.9,"3 hours","male",3.4,NA,1,1
"74","year 2 semester 1",2.8,"3 hours","male",3.4,NA,2,2
"74","year 2 semester 2",3.1,"2 hours","male",3.4,NA,2,3
"74","year 3 semester 1",3.1,"2 hours","male",3.4,NA,3,4
"74","year 3 semester 2",3.3,"2 hours","male",3.4,NA,3,5
"75","year 1 semester 1",2.5,"2 hours","female",2,"no",1,0
"75","year 1 semester 2",2.5,"2 hours","female",2,"no",1,1
"75","year 2 semester 1",3.2,"2 hours","female",2,"no",2,2
"75","year 2 semester 2",3,"2 hours","female",2,"no",2,3
"75","year 3 semester 1",3.2,"2 hours","female",2,"no",3,4
"75","year 3 semester 2",3,"2 hours","female",2,"no",3,5
"76","year 1 semester 1",2.4,"2 hours","male",2.9,NA,1,0
"76","year 1 semester 2",2.9,"2 hours","male",2.9,NA,1,1
"76","year 2 semester 1",2.8,"2 hours","male",2.9,NA,2,2
"76","year 2 semester 2",3.4,"1 hour","male",2.9,NA,2,3
"76","year 3 semester 1",3.3,"1 hour","male",2.9,NA,3,4
"76","year 3 semester 2",3.5,"1 hour","male",2.9,NA,3,5
"77","year 1 semester 1",2.4,"2 hours","female",2.8,NA,1,0
"77","year 1 semester 2",3.1,"2 hours","female",2.8,NA,1,1
"77","year 2 semester 1",3.2,"2 hours","female",2.8,NA,2,2
"77","year 2 semester 2",3.8,"2 hours","female",2.8,NA,2,3
"77","year 3 semester 1",4,"1 hour","female",2.8,NA,3,4
"77","year 3 semester 2",4,"1 hour","female",2.8,NA,3,5
"78","year 1 semester 1",2.4,"3 hours","male",2.9,"no",1,0
"78","year 1 semester 2",2.5,"2 hours","male",2.9,"no",1,1
"78","year 2 semester 1",2.1,"2 hours","male",2.9,"no",2,2
"78","year 2 semester 2",2.5,"2 hours","male",2.9,"no",2,3
"78","year 3 semester 1",2.3,"2 hours","male",2.9,"no",3,4
"78","year 3 semester 2",2.8,"2 hours","male",2.9,"no",3,5
"79","year 1 semester 1",2.3,"2 hours","female",2.6,"no",1,0
"79","year 1 semester 2",1.8,"3 hours","female",2.6,"no",1,1
"79","year 2 semester 1",2.2,"3 hours","female",2.6,"no",2,2
"79","year 2 semester 2",2.3,"3 hours","female",2.6,"no",2,3
"79","year 3 semester 1",2.5,"2 hours","female",2.6,"no",3,4
"79","year 3 semester 2",2.8,"2 hours","female",2.6,"no",3,5
"80","year 1 semester 1",3.1,"2 hours","female",3.7,NA,1,0
"80","year 1 semester 2",2.8,"3 hours","female",3.7,NA,1,1
"80","year 2 semester 1",3,"2 hours","female",3.7,NA,2,2
"80","year 2 semester 2",3.1,"2 hours","female",3.7,NA,2,3
"80","year 3 semester 1",3.4,"2 hours","female",3.7,NA,3,4
"80","year 3 semester 2",3.2,"2 hours","female",3.7,NA,3,5
"81","year 1 semester 1",2.3,"2 hours","female",2.2,NA,1,0
"81","year 1 semester 2",2.4,"3 hours","female",2.2,NA,1,1
"81","year 2 semester 1",2.8,"2 hours","female",2.2,NA,2,2
"81","year 2 semester 2",3.1,"2 hours","female",2.2,NA,2,3
"81","year 3 semester 1",3.3,"2 hours","female",2.2,NA,3,4
"81","year 3 semester 2",3.6,"2 hours","female",2.2,NA,3,5
"82","year 1 semester 1",3.3,"2 hours","female",3.6,NA,1,0
"82","year 1 semester 2",3.2,"2 hours","female",3.6,NA,1,1
"82","year 2 semester 1",2.7,"2 hours","female",3.6,NA,2,2
"82","year 2 semester 2",3.2,"2 hours","female",3.6,NA,2,3
"82","year 3 semester 1",3.3,"2 hours","female",3.6,NA,3,4
"82","year 3 semester 2",3.6,"2 hours","female",3.6,NA,3,5
"83","year 1 semester 1",2.5,"2 hours","female",2.3,NA,1,0
"83","year 1 semester 2",3.1,"2 hours","female",2.3,NA,1,1
"83","year 2 semester 1",3.2,"1 hour","female",2.3,NA,2,2
"83","year 2 semester 2",3.3,"2 hours","female",2.3,NA,2,3
"83","year 3 semester 1",3.4,"2 hours","female",2.3,NA,3,4
"83","year 3 semester 2",3.4,"1 hour","female",2.3,NA,3,5
"84","year 1 semester 1",2.3,"2 hours","male",3.7,"no",1,0
"84","year 1 semester 2",2.1,"3 hours","male",3.7,"no",1,1
"84","year 2 semester 1",2.4,"3 hours","male",3.7,"no",2,2
"84","year 2 semester 2",2.1,"2 hours","male",3.7,"no",2,3
"84","year 3 semester 1",2.2,"3 hours","male",3.7,"no",3,4
"84","year 3 semester 2",2.4,"3 hours","male",3.7,"no",3,5
"85","year 1 semester 1",2.4,"3 hours","female",2.8,"no",1,0
"85","year 1 semester 2",2.8,"2 hours","female",2.8,"no",1,1
"85","year 2 semester 1",3.1,"2 hours","female",2.8,"no",2,2
"85","year 2 semester 2",3.3,"2 hours","female",2.8,"no",2,3
"85","year 3 semester 1",3.1,"2 hours","female",2.8,"no",3,4
"85","year 3 semester 2",3.3,"2 hours","female",2.8,"no",3,5
"86","year 1 semester 1",2.7,"2 hours","male",2.5,"yes",1,0
"86","year 1 semester 2",2.5,"2 hours","male",2.5,"yes",1,1
"86","year 2 semester 1",3,"2 hours","male",2.5,"yes",2,2
"86","year 2 semester 2",2.5,"2 hours","male",2.5,"yes",2,3
"86","year 3 semester 1",2.6,"2 hours","male",2.5,"yes",3,4
"86","year 3 semester 2",2.6,"2 hours","male",2.5,"yes",3,5
"87","year 1 semester 1",2.3,"2 hours","female",2.1,"yes",1,0
"87","year 1 semester 2",2.7,"2 hours","female",2.1,"yes",1,1
"87","year 2 semester 1",2.7,"2 hours","female",2.1,"yes",2,2
"87","year 2 semester 2",3.2,"2 hours","female",2.1,"yes",2,3
"87","year 3 semester 1",3.1,"2 hours","female",2.1,"yes",3,4
"87","year 3 semester 2",3.2,"2 hours","female",2.1,"yes",3,5
"88","year 1 semester 1",2.7,"2 hours","male",2.2,"yes",1,0
"88","year 1 semester 2",2.8,"2 hours","male",2.2,"yes",1,1
"88","year 2 semester 1",2.5,"3 hours","male",2.2,"yes",2,2
"88","year 2 semester 2",2.7,"2 hours","male",2.2,"yes",2,3
"88","year 3 semester 1",3.1,"2 hours","male",2.2,"yes",3,4
"88","year 3 semester 2",3,"2 hours","male",2.2,"yes",3,5
"89","year 1 semester 1",2.6,"2 hours","male",3.7,NA,1,0
"89","year 1 semester 2",2.8,"2 hours","male",3.7,NA,1,1
"89","year 2 semester 1",3.2,"2 hours","male",3.7,NA,2,2
"89","year 2 semester 2",3,"2 hours","male",3.7,NA,2,3
"89","year 3 semester 1",3.1,"2 hours","male",3.7,NA,3,4
"89","year 3 semester 2",3.5,"2 hours","male",3.7,NA,3,5
"90","year 1 semester 1",2.4,"2 hours","female",2.6,"no",1,0
"90","year 1 semester 2",2.5,"2 hours","female",2.6,"no",1,1
"90","year 2 semester 1",2.7,"2 hours","female",2.6,"no",2,2
"90","year 2 semester 2",3,"2 hours","female",2.6,"no",2,3
"90","year 3 semester 1",3,"2 hours","female",2.6,"no",3,4
"90","year 3 semester 2",3.2,"2 hours","female",2.6,"no",3,5
"91","year 1 semester 1",2,"2 hours","male",3.6,"no",1,0
"91","year 1 semester 2",2.5,"2 hours","male",3.6,"no",1,1
"91","year 2 semester 1",2.3,"2 hours","male",3.6,"no",2,2
"91","year 2 semester 2",2.5,"2 hours","male",3.6,"no",2,3
"91","year 3 semester 1",2.8,"2 hours","male",3.6,"no",3,4
"91","year 3 semester 2",2.9,"3 hours","male",3.6,"no",3,5
"92","year 1 semester 1",2.7,"2 hours","female",2.7,NA,1,0
"92","year 1 semester 2",3.2,"2 hours","female",2.7,NA,1,1
"92","year 2 semester 1",3.8,"2 hours","female",2.7,NA,2,2
"92","year 2 semester 2",4,"1 hour","female",2.7,NA,2,3
"92","year 3 semester 1",4,"1 hour","female",2.7,NA,3,4
"92","year 3 semester 2",4,"1 hour","female",2.7,NA,3,5
"93","year 1 semester 1",2.9,"2 hours","male",3.5,NA,1,0
"93","year 1 semester 2",3.5,"2 hours","male",3.5,NA,1,1
"93","year 2 semester 1",3.2,"2 hours","male",3.5,NA,2,2
"93","year 2 semester 2",3.3,"2 hours","male",3.5,NA,2,3
"93","year 3 semester 1",3.4,"2 hours","male",3.5,NA,3,4
"93","year 3 semester 2",3.4,"2 hours","male",3.5,NA,3,5
"94","year 1 semester 1",2.7,"2 hours","female",3.7,"yes",1,0
"94","year 1 semester 2",2.9,"3 hours","female",3.7,"yes",1,1
"94","year 2 semester 1",3,"2 hours","female",3.7,"yes",2,2
"94","year 2 semester 2",2.7,"3 hours","female",3.7,"yes",2,3
"94","year 3 semester 1",2.7,"2 hours","female",3.7,"yes",3,4
"94","year 3 semester 2",2.8,"2 hours","female",3.7,"yes",3,5
"95","year 1 semester 1",2.5,"2 hours","female",3.4,"no",1,0
"95","year 1 semester 2",2.5,"2 hours","female",3.4,"no",1,1
"95","year 2 semester 1",2.9,"2 hours","female",3.4,"no",2,2
"95","year 2 semester 2",2.8,"2 hours","female",3.4,"no",2,3
"95","year 3 semester 1",2.7,"2 hours","female",3.4,"no",3,4
"95","year 3 semester 2",2.9,"2 hours","female",3.4,"no",3,5
"96","year 1 semester 1",2.4,"2 hours","female",2.3,NA,1,0
"96","year 1 semester 2",2.5,"2 hours","female",2.3,NA,1,1
"96","year 2 semester 1",2.8,"3 hours","female",2.3,NA,2,2
"96","year 2 semester 2",3.3,"2 hours","female",2.3,NA,2,3
"96","year 3 semester 1",3.4,"2 hours","female",2.3,NA,3,4
"96","year 3 semester 2",3.8,"2 hours","female",2.3,NA,3,5
"97","year 1 semester 1",2.3,"3 hours","male",2.6,"no",1,0
"97","year 1 semester 2",2.5,"3 hours","male",2.6,"no",1,1
"97","year 2 semester 1",3,"2 hours","male",2.6,"no",2,2
"97","year 2 semester 2",3.2,"2 hours","male",2.6,"no",2,3
"97","year 3 semester 1",2.9,"2 hours","male",2.6,"no",3,4
"97","year 3 semester 2",2.9,"2 hours","male",2.6,"no",3,5
"98","year 1 semester 1",3.3,"2 hours","female",3.4,NA,1,0
"98","year 1 semester 2",2.4,"2 hours","female",3.4,NA,1,1
"98","year 2 semester 1",3.2,"2 hours","female",3.4,NA,2,2
"98","year 2 semester 2",3.2,"2 hours","female",3.4,NA,2,3
"98","year 3 semester 1",3.1,"2 hours","female",3.4,NA,3,4
"98","year 3 semester 2",3.3,"2 hours","female",3.4,NA,3,5
"99","year 1 semester 1",2.2,"2 hours","female",2.9,"yes",1,0
"99","year 1 semester 2",2.7,"2 hours","female",2.9,"yes",1,1
"99","year 2 semester 1",2.7,"3 hours","female",2.9,"yes",2,2
"99","year 2 semester 2",2.8,"3 hours","female",2.9,"yes",2,3
"99","year 3 semester 1",2.8,"3 hours","female",2.9,"yes",3,4
"99","year 3 semester 2",2.8,"2 hours","female",2.9,"yes",3,5
"100","year 1 semester 1",2.7,"3 hours","male",2.8,"no",1,0
"100","year 1 semester 2",2,"2 hours","male",2.8,"no",1,1
"100","year 2 semester 1",2,"3 hours","male",2.8,"no",2,2
"100","year 2 semester 2",2.3,"3 hours","male",2.8,"no",2,3
"100","year 3 semester 1",2.4,"3 hours","male",2.8,"no",3,4
"100","year 3 semester 2",2.7,"3 hours","male",2.8,"no",3,5
"101","year 1 semester 1",2.8,"2 hours","female",3.4,NA,1,0
"101","year 1 semester 2",2.7,"2 hours","female",3.4,NA,1,1
"101","year 2 semester 1",3.1,"2 hours","female",3.4,NA,2,2
"101","year 2 semester 2",3.6,"2 hours","female",3.4,NA,2,3
"101","year 3 semester 1",3.6,"2 hours","female",3.4,NA,3,4
"101","year 3 semester 2",3.7,"1 hour","female",3.4,NA,3,5
"102","year 1 semester 1",3.1,"2 hours","male",3.5,"yes",1,0
"102","year 1 semester 2",2.9,"2 hours","male",3.5,"yes",1,1
"102","year 2 semester 1",2.7,"2 hours","male",3.5,"yes",2,2
"102","year 2 semester 2",2.6,"3 hours","male",3.5,"yes",2,3
"102","year 3 semester 1",2.9,"2 hours","male",3.5,"yes",3,4
"102","year 3 semester 2",2.7,"2 hours","male",3.5,"yes",3,5
"103","year 1 semester 1",2.2,"2 hours","female",2.3,"yes",1,0
"103","year 1 semester 2",2.4,"2 hours","female",2.3,"yes",1,1
"103","year 2 semester 1",2.8,"3 hours","female",2.3,"yes",2,2
"103","year 2 semester 2",2.8,"2 hours","female",2.3,"yes",2,3
"103","year 3 semester 1",3.1,"2 hours","female",2.3,"yes",3,4
"103","year 3 semester 2",2.9,"3 hours","female",2.3,"yes",3,5
"104","year 1 semester 1",2.3,"2 hours","female",3.5,"yes",1,0
"104","year 1 semester 2",2.8,"2 hours","female",3.5,"yes",1,1
"104","year 2 semester 1",2.9,"2 hours","female",3.5,"yes",2,2
"104","year 2 semester 2",3,"2 hours","female",3.5,"yes",2,3
"104","year 3 semester 1",3.4,"2 hours","female",3.5,"yes",3,4
"104","year 3 semester 2",3.4,"2 hours","female",3.5,"yes",3,5
"105","year 1 semester 1",3.4,"2 hours","female",3.6,NA,1,0
"105","year 1 semester 2",3.9,"2 hours","female",3.6,NA,1,1
"105","year 2 semester 1",3.9,"2 hours","female",3.6,NA,2,2
"105","year 2 semester 2",3.5,"2 hours","female",3.6,NA,2,3
"105","year 3 semester 1",3.9,"2 hours","female",3.6,NA,3,4
"105","year 3 semester 2",3.9,"2 hours","female",3.6,NA,3,5
"106","year 1 semester 1",1.8,"3 hours","male",2.6,"no",1,0
"106","year 1 semester 2",2.8,"2 hours","male",2.6,"no",1,1
"106","year 2 semester 1",2.6,"2 hours","male",2.6,"no",2,2
"106","year 2 semester 2",2.3,"2 hours","male",2.6,"no",2,3
"106","year 3 semester 1",2.5,"2 hours","male",2.6,"no",3,4
"106","year 3 semester 2",2.7,"2 hours","male",2.6,"no",3,5
"107","year 1 semester 1",2.4,"2 hours","male",3.2,"no",1,0
"107","year 1 semester 2",2.5,"2 hours","male",3.2,"no",1,1
"107","year 2 semester 1",2.3,"2 hours","male",3.2,"no",2,2
"107","year 2 semester 2",2.3,"2 hours","male",3.2,"no",2,3
"107","year 3 semester 1",2.6,"2 hours","male",3.2,"no",3,4
"107","year 3 semester 2",2.7,"2 hours","male",3.2,"no",3,5
"108","year 1 semester 1",2.7,"2 hours","male",2.3,"no",1,0
"108","year 1 semester 2",2,"2 hours","male",2.3,"no",1,1
"108","year 2 semester 1",2,"3 hours","male",2.3,"no",2,2
"108","year 2 semester 2",2.6,"2 hours","male",2.3,"no",2,3
"108","year 3 semester 1",2.5,"2 hours","male",2.3,"no",3,4
"108","year 3 semester 2",2.7,"2 hours","male",2.3,"no",3,5
"109","year 1 semester 1",2.7,"2 hours","male",3.2,"yes",1,0
"109","year 1 semester 2",2.7,"2 hours","male",3.2,"yes",1,1
"109","year 2 semester 1",2.7,"2 hours","male",3.2,"yes",2,2
"109","year 2 semester 2",3.1,"2 hours","male",3.2,"yes",2,3
"109","year 3 semester 1",2.8,"2 hours","male",3.2,"yes",3,4
"109","year 3 semester 2",2.7,"2 hours","male",3.2,"yes",3,5
"110","year 1 semester 1",2.5,"2 hours","male",2.4,"no",1,0
"110","year 1 semester 2",2.3,"2 hours","male",2.4,"no",1,1
"110","year 2 semester 1",2.2,"2 hours","male",2.4,"no",2,2
"110","year 2 semester 2",2.2,"3 hours","male",2.4,"no",2,3
"110","year 3 semester 1",2.2,"2 hours","male",2.4,"no",3,4
"110","year 3 semester 2",2.3,"2 hours","male",2.4,"no",3,5
"111","year 1 semester 1",2.4,"2 hours","female",2.2,"no",1,0
"111","year 1 semester 2",2.5,"2 hours","female",2.2,"no",1,1
"111","year 2 semester 1",2.2,"2 hours","female",2.2,"no",2,2
"111","year 2 semester 2",2.4,"2 hours","female",2.2,"no",2,3
"111","year 3 semester 1",2.2,"3 hours","female",2.2,"no",3,4
"111","year 3 semester 2",2.5,"2 hours","female",2.2,"no",3,5
"112","year 1 semester 1",3,"2 hours","female",2.5,NA,1,0
"112","year 1 semester 2",3.5,"2 hours","female",2.5,NA,1,1
"112","year 2 semester 1",3.2,"2 hours","female",2.5,NA,2,2
"112","year 2 semester 2",2.9,"2 hours","female",2.5,NA,2,3
"112","year 3 semester 1",3,"2 hours","female",2.5,NA,3,4
"112","year 3 semester 2",3.1,"2 hours","female",2.5,NA,3,5
"113","year 1 semester 1",2.7,"2 hours","male",3.7,"yes",1,0
"113","year 1 semester 2",2.4,"2 hours","male",3.7,"yes",1,1
"113","year 2 semester 1",3,"2 hours","male",3.7,"yes",2,2
"113","year 2 semester 2",2.5,"3 hours","male",3.7,"yes",2,3
"113","year 3 semester 1",2.6,"3 hours","male",3.7,"yes",3,4
"113","year 3 semester 2",2.8,"3 hours","male",3.7,"yes",3,5
"114","year 1 semester 1",2.8,"2 hours","female",4,"yes",1,0
"114","year 1 semester 2",2.3,"2 hours","female",4,"yes",1,1
"114","year 2 semester 1",2.8,"2 hours","female",4,"yes",2,2
"114","year 2 semester 2",2.9,"2 hours","female",4,"yes",2,3
"114","year 3 semester 1",3,"2 hours","female",4,"yes",3,4
"114","year 3 semester 2",3.1,"2 hours","female",4,"yes",3,5
"115","year 1 semester 1",2.2,"2 hours","female",3.6,"yes",1,0
"115","year 1 semester 2",2.1,"3 hours","female",3.6,"yes",1,1
"115","year 2 semester 1",3.1,"2 hours","female",3.6,"yes",2,2
"115","year 2 semester 2",3,"2 hours","female",3.6,"yes",2,3
"115","year 3 semester 1",3,"2 hours","female",3.6,"yes",3,4
"115","year 3 semester 2",3.2,"2 hours","female",3.6,"yes",3,5
"116","year 1 semester 1",2.5,"2 hours","female",2.2,"no",1,0
"116","year 1 semester 2",2.3,"2 hours","female",2.2,"no",1,1
"116","year 2 semester 1",2.8,"2 hours","female",2.2,"no",2,2
"116","year 2 semester 2",2.7,"3 hours","female",2.2,"no",2,3
"116","year 3 semester 1",2.9,"3 hours","female",2.2,"no",3,4
"116","year 3 semester 2",3.1,"2 hours","female",2.2,"no",3,5
"117","year 1 semester 1",2.8,"2 hours","female",2.3,"no",1,0
"117","year 1 semester 2",2.1,"2 hours","female",2.3,"no",1,1
"117","year 2 semester 1",3,"2 hours","female",2.3,"no",2,2
"117","year 2 semester 2",3.1,"2 hours","female",2.3,"no",2,3
"117","year 3 semester 1",3,"2 hours","female",2.3,"no",3,4
"117","year 3 semester 2",3.1,"2 hours","female",2.3,"no",3,5
"118","year 1 semester 1",2.5,"2 hours","female",2.2,NA,1,0
"118","year 1 semester 2",2.4,"2 hours","female",2.2,NA,1,1
"118","year 2 semester 1",3,"2 hours","female",2.2,NA,2,2
"118","year 2 semester 2",3.3,"2 hours","female",2.2,NA,2,3
"118","year 3 semester 1",3.3,"1 hour","female",2.2,NA,3,4
"118","year 3 semester 2",3.6,"2 hours","female",2.2,NA,3,5
"119","year 1 semester 1",2.4,"3 hours","male",2.4,"no",1,0
"119","year 1 semester 2",2.5,"2 hours","male",2.4,"no",1,1
"119","year 2 semester 1",2.6,"2 hours","male",2.4,"no",2,2
"119","year 2 semester 2",2.5,"2 hours","male",2.4,"no",2,3
"119","year 3 semester 1",2.8,"3 hours","male",2.4,"no",3,4
"119","year 3 semester 2",2.9,"3 hours","male",2.4,"no",3,5
"120","year 1 semester 1",2.5,"2 hours","male",3.9,"yes",1,0
"120","year 1 semester 2",3.2,"2 hours","male",3.9,"yes",1,1
"120","year 2 semester 1",3.2,"2 hours","male",3.9,"yes",2,2
"120","year 2 semester 2",2.8,"2 hours","male",3.9,"yes",2,3
"120","year 3 semester 1",3,"2 hours","male",3.9,"yes",3,4
"120","year 3 semester 2",3.3,"2 hours","male",3.9,"yes",3,5
"121","year 1 semester 1",2.9,"2 hours","male",3.7,"yes",1,0
"121","year 1 semester 2",2.7,"2 hours","male",3.7,"yes",1,1
"121","year 2 semester 1",2.6,"2 hours","male",3.7,"yes",2,2
"121","year 2 semester 2",3,"2 hours","male",3.7,"yes",2,3
"121","year 3 semester 1",3.3,"2 hours","male",3.7,"yes",3,4
"121","year 3 semester 2",3.3,"2 hours","male",3.7,"yes",3,5
"122","year 1 semester 1",3,"2 hours","female",2.5,NA,1,0
"122","year 1 semester 2",3.3,"2 hours","female",2.5,NA,1,1
"122","year 2 semester 1",2.9,"3 hours","female",2.5,NA,2,2
"122","year 2 semester 2",3,"2 hours","female",2.5,NA,2,3
"122","year 3 semester 1",3.1,"2 hours","female",2.5,NA,3,4
"122","year 3 semester 2",3.6,"2 hours","female",2.5,NA,3,5
"123","year 1 semester 1",2.9,"2 hours","male",2.8,"yes",1,0
"123","year 1 semester 2",2.3,"2 hours","male",2.8,"yes",1,1
"123","year 2 semester 1",2.3,"3 hours","male",2.8,"yes",2,2
"123","year 2 semester 2",2.4,"2 hours","male",2.8,"yes",2,3
"123","year 3 semester 1",2.2,"2 hours","male",2.8,"yes",3,4
"123","year 3 semester 2",2.5,"2 hours","male",2.8,"yes",3,5
"124","year 1 semester 1",2.5,"2 hours","female",3.6,"yes",1,0
"124","year 1 semester 2",3.1,"2 hours","female",3.6,"yes",1,1
"124","year 2 semester 1",2.5,"2 hours","female",3.6,"yes",2,2
"124","year 2 semester 2",3.3,"2 hours","female",3.6,"yes",2,3
"124","year 3 semester 1",3,"2 hours","female",3.6,"yes",3,4
"124","year 3 semester 2",3.4,"2 hours","female",3.6,"yes",3,5
"125","year 1 semester 1",2.8,"2 hours","male",3.8,"no",1,0
"125","year 1 semester 2",2.3,"3 hours","male",3.8,"no",1,1
"125","year 2 semester 1",2.7,"3 hours","male",3.8,"no",2,2
"125","year 2 semester 2",2.4,"2 hours","male",3.8,"no",2,3
"125","year 3 semester 1",2.6,"3 hours","male",3.8,"no",3,4
"125","year 3 semester 2",3,"2 hours","male",3.8,"no",3,5
"126","year 1 semester 1",2.5,"2 hours","female",3.1,"yes",1,0
"126","year 1 semester 2",2.7,"2 hours","female",3.1,"yes",1,1
"126","year 2 semester 1",2.1,"2 hours","female",3.1,"yes",2,2
"126","year 2 semester 2",3.1,"2 hours","female",3.1,"yes",2,3
"126","year 3 semester 1",3,"2 hours","female",3.1,"yes",3,4
"126","year 3 semester 2",3,"2 hours","female",3.1,"yes",3,5
"127","year 1 semester 1",2.7,"3 hours","male",2.5,"no",1,0
"127","year 1 semester 2",2.3,"3 hours","male",2.5,"no",1,1
"127","year 2 semester 1",2.4,"2 hours","male",2.5,"no",2,2
"127","year 2 semester 2",2.6,"2 hours","male",2.5,"no",2,3
"127","year 3 semester 1",2.3,"3 hours","male",2.5,"no",3,4
"127","year 3 semester 2",2.5,"3 hours","male",2.5,"no",3,5
"128","year 1 semester 1",3,"2 hours","female",3.8,"yes",1,0
"128","year 1 semester 2",2.7,"3 hours","female",3.8,"yes",1,1
"128","year 2 semester 1",2.3,"2 hours","female",3.8,"yes",2,2
"128","year 2 semester 2",2.7,"3 hours","female",3.8,"yes",2,3
"128","year 3 semester 1",2.9,"2 hours","female",3.8,"yes",3,4
"128","year 3 semester 2",3.1,"2 hours","female",3.8,"yes",3,5
"129","year 1 semester 1",2.7,"2 hours","female",3.4,"yes",1,0
"129","year 1 semester 2",2.8,"3 hours","female",3.4,"yes",1,1
"129","year 2 semester 1",2.7,"2 hours","female",3.4,"yes",2,2
"129","year 2 semester 2",2.7,"2 hours","female",3.4,"yes",2,3
"129","year 3 semester 1",2.9,"2 hours","female",3.4,"yes",3,4
"129","year 3 semester 2",2.9,"3 hours","female",3.4,"yes",3,5
"130","year 1 semester 1",2.4,"2 hours","male",2.9,NA,1,0
"130","year 1 semester 2",2.9,"2 hours","male",2.9,NA,1,1
"130","year 2 semester 1",3.6,"2 hours","male",2.9,NA,2,2
"130","year 2 semester 2",3.1,"2 hours","male",2.9,NA,2,3
"130","year 3 semester 1",3,"1 hour","male",2.9,NA,3,4
"130","year 3 semester 2",3.1,"2 hours","male",2.9,NA,3,5
"131","year 1 semester 1",2.8,"2 hours","female",2.2,NA,1,0
"131","year 1 semester 2",3.1,"2 hours","female",2.2,NA,1,1
"131","year 2 semester 1",3.2,"2 hours","female",2.2,NA,2,2
"131","year 2 semester 2",3.1,"2 hours","female",2.2,NA,2,3
"131","year 3 semester 1",3.4,"2 hours","female",2.2,NA,3,4
"131","year 3 semester 2",3.7,"2 hours","female",2.2,NA,3,5
"132","year 1 semester 1",2.2,"3 hours","male",2.7,"no",1,0
"132","year 1 semester 2",2.7,"2 hours","male",2.7,"no",1,1
"132","year 2 semester 1",3.4,"2 hours","male",2.7,"no",2,2
"132","year 2 semester 2",3,"2 hours","male",2.7,"no",2,3
"132","year 3 semester 1",3.3,"2 hours","male",2.7,"no",3,4
"132","year 3 semester 2",3.7,"2 hours","male",2.7,"no",3,5
"133","year 1 semester 1",2.5,"2 hours","male",2,"no",1,0
"133","year 1 semester 2",2.8,"2 hours","male",2,"no",1,1
"133","year 2 semester 1",2.3,"2 hours","male",2,"no",2,2
"133","year 2 semester 2",2.1,"2 hours","male",2,"no",2,3
